date,home,away,home_score,away_score
2025-10-17,Sault Ste Marie,Petoskey,0,42
2025-10-17,Schoolcraft,Delton Kellogg,60,0
2025-10-17,South Haven,Allegan,31,0
2025-10-17,South Lyon,Wyandotte Roosevelt,56,7
2025-10-17,South Lyon East,Walled Lake Western,21,41
2025-10-17,Southfield Arts & Technology,Pontiac,36,0
2025-10-17,Southfield Bradford Academy,Hamtramck,26,12
2025-10-17,Southgate Anderson,Taylor,35,12
2025-10-17,Spring Lake,Hamilton,49,13
2025-10-17,St Clair,Hazel Park,38,26
2025-10-17,St Clair Shores Lake Shore,Warren Cousino,12,56
2025-10-17,St John Lake Central (IN),Valparaiso (IN),21,14
2025-10-17,Stockbridge,Sand Creek,64,32
2025-10-17,Tecumseh,Ypsilanti Community,35,6
2025-10-17,Three Rivers,Paw Paw,0,43
2025-10-17,Toledo Ottawa Hills (OH),Erie Mason,56,8
2025-10-17,Toledo St Francis De Sales (OH),Toledo Central Catholic (OH),0,40
2025-10-17,Toledo Whitmer (OH),Oregon Clay (OH),28,29
2025-10-17,Traverse City Central,Bay City Central,50,7
2025-10-17,Troy Athens,Troy,27,0
2025-10-17,Ubly,Cass City,6,42
2025-10-17,Union City,Springport,34,35
2025-10-17,Unionville-Sebewaing,Sandusky,45,14
2025-10-17,Utica Eisenhower,St Clair Shores Lakeview,27,30
2025-10-17,Utica Ford,Sterling Heights,55,6
2025-10-17,Vassar,Caro,24,36
2025-10-17,Vermontville Maple Valley,Quincy,14,17
2025-10-17,Vestaburg,Sterling Heights Parkway Christian,30,40
2025-10-17,Vicksburg,Edwardsburg,38,35
2025-10-17,Warren De La Salle Collegiate,Toledo St John's Jesuit (OH),48,22
2025-10-17,Warren Fitzgerald,Port Huron Northern,36,23
2025-10-17,Warren Mott,Grosse Pointe North,35,34
2025-10-17,Waterford Kettering,Walled Lake Northern,0,46
2025-10-17,Wayland,Grand Rapids Christian,21,31
2025-10-17,Wayne Memorial,Belleville,19,57
2025-10-17,West Chicago Wheaton Academy (IL),Aurora Christian (IL),27,28
2025-10-17,Westland John Glenn,Dearborn Fordson,28,38
2025-10-17,White Cloud,Wyoming Lee,1,0
2025-10-17,White Lake Lakeland,Waterford Mott,23,21
2025-10-17,Whitehall,Fremont,56,0
2025-10-17,Wyoming,Zeeland West,6,62
2025-10-17,Wyoming Godwin Heights,Wyoming Kelloggsville,41,22
2025-10-17,Zeeland East,Grand Rapids Forest Hills Central,28,14
2025-10-18,Bloomfield Hills Cranbrook Kingswood,Riverview Gabriel Richard,37,20
2025-10-18,Center Line,Warren Lincoln,28,20
2025-10-18,Detroit Country Day,Mason,14,19
2025-10-18,Detroit University Prep,Lutheran Westland,16,0
2025-10-18,Eastpointe,Clawson,0,51
2025-10-18,Edon (OH),West Unity Hilltop (OH),48,14
2025-10-18,Flint New Standard Academy,Burton Bendle,34,8
2025-10-18,Fowlerville,Cheboygan,34,12
2025-10-18,Garfield Heights (OH),Maple Heights (OH),20,18
2025-10-18,Marine City Cardinal Mooney,Madison Heights Bishop Foley,0,22
2025-10-18,Muskegon Catholic Central,Auburn Hills Oakland Christian,55,18
2025-10-19,Goodrich,Fenton,21,20
2025-10-23,Burton Bentley,Imlay City,0,55
2025-10-23,Lansing Eastern,Lansing Sexton,0,45
2025-10-23,Negaunee,Iron Mountain,44,7
2025-10-24,Reading,Centreville,14,40
2025-10-24,Sand Creek,Comstock,56,34
2025-10-24,Springport,Bronson,7,0
2025-10-24,Stockbridge,White Pigeon,20,46
2025-10-24,Vermontville Maple Valley,Cassopolis,21,28
2025-10-24,East Jackson,Homer,8,56
2025-10-24,Grass Lake,Addison,22,6
2025-10-24,Leslie,Vandercook Lake,56,2
2025-10-24,Manchester,Jonesville,0,22
2025-10-24,Napoleon,Brooklyn Columbia Central,40,36
2025-10-24,Dearborn Fordson,Brighton,39,35
2025-10-24,Carleton Airport,Auburn Hills Avondale,24,15
2025-10-24,South Haven,Galesburg-Augusta,21,6
2025-10-24,Akron Archbishop Hoban (OH),Lakewood St Edward (OH),24,20
2025-10-24,Algonac,Madison Heights Madison,34,38
2025-10-24,Allegan,Coloma,44,37
2025-10-24,Allendale,Spring Lake,20,49
2025-10-24,Almont,Detroit Edison,53,46
2025-10-24,Ann Arbor Huron,Rochester Hills Stoney Creek,14,35
2025-10-24,Ann Arbor Pioneer,Pinckney,35,20
2025-10-24,Armada,Frankenmuth,14,42
2025-10-24,Bark River-Harris,Houghton,44,6
2025-10-24,Bath,Durand,0,50
2025-10-24,Battle Creek Lakeview,Richland Gull Lake,62,36
2025-10-24,Battle Creek Pennfield,Parma Western,35,34
2025-10-24,Bay City Central,Bay City Western,6,56
2025-10-24,Beaverton,Houghton Lake,34,8
2025-10-24,Belding,Wyoming Godwin Heights,52,20
2025-10-24,Belleville,Howell,36,57
2025-10-24,Benzie Central,Monroe Jefferson,12,52
2025-10-24,Berrien Springs,Hudson,0,38
2025-10-24,Big Rapids,Alma,48,7
2025-10-24,Birch Run,Ida,15,48
2025-10-24,Birmingham Seaholm,Birmingham Groves,14,21
2025-10-24,Bloomfield Hills Brother Rice,Sterling Heights Stevenson,24,15
2025-10-24,Boyne City,Kalkaska,27,20
2025-10-24,Bridgeport,Flint New Standard Academy,6,36
2025-10-24,Buchanan,Muskegon Catholic Central,46,6
2025-10-24,Burton Atherton,Grand Rapids Union,0,46
2025-10-24,Burton Bendle,Flint Southwestern,46,0
2025-10-24,Caledonia,Jenison,14,7
2025-10-24,Caro,Laingsburg,44,14
2025-10-24,Carrollton,Pinconning,12,35
2025-10-24,Cedar Springs,Coopersville,27,21
2025-10-24,Center Line Prep Academy,Detroit Community,0,1
2025-10-24,Central Montcalm,Hart,60,24
2025-10-24,Chelsea,Linden,35,28
2025-10-24,Cincinnati Elder (OH),Warren De La Salle Collegiate,35,7
2025-10-24,Cincinnati Moeller (OH),Muskegon,56,13
2025-10-24,Clarkson Football North (CN),Cleveland St Ignatius (OH),28,13
2025-10-24,Clarkston,Utica Eisenhower,42,0
2025-10-24,Clarkston Everest Collegiate,Saginaw Nouvel Catholic Central,17,34
2025-10-24,Clinton,Ubly,48,22
2025-10-24,Clinton Township Chippewa Valley,Southfield Arts & Technology,35,6
2025-10-24,Comstock Park,Olivet,14,49
2025-10-24,Constantine,Lawton,14,23
2025-10-24,Dansville,Vestaburg,34,14
2025-10-24,Davison,Lapeer,44,0
2025-10-24,Dearborn,Hartland,18,42
2025-10-24,Dearborn Divine Child,Detroit Southeastern,56,6
2025-10-24,Detroit Central,Warren Lincoln,22,6
2025-10-24,Detroit Country Day,Monroe St Mary Catholic Central,17,3
2025-10-24,Detroit Denby,Detroit University Prep Science & Math,34,18
2025-10-24,Detroit Douglass,Dearborn Heights Robichaud,0,48
2025-10-24,Detroit Lincoln-King,Detroit University Prep,28,6
2025-10-24,Detroit Northwestern,Detroit Western,20,22
2025-10-24,Detroit Old Redford,Redford Westfield Prep,0,1
2025-10-24,Detroit Osborn,Melvindale Academy for Business & Tech,0,40
2025-10-24,Dexter,Flushing,42,12
2025-10-24,East Grand Rapids,Grand Rapids Forest Hills Central,34,6
2025-10-24,East Jordan,Elk Rapids,20,6
2025-10-24,East Kentwood,Grand Haven,49,29
2025-10-24,East Lansing,Holt,28,14
2025-10-24,Eaton Rapids,Milan,14,16
2025-10-24,Ecorse,Hamtramck,38,11
2025-10-24,Erie Mason,Petersburg Summerfield,0,29
2025-10-24,Escanaba,Gladstone,38,12
2025-10-24,Essexville Garber,Owosso,14,34
2025-10-24,Evart,Harrison,14,58
2025-10-24,Farmington,Dearborn Heights Crestwood,40,0
2025-10-24,Farwell,Harbor Springs,8,37
2025-10-24,Ferndale,Detroit Renaissance,49,20
2025-10-24,Flat Rock,Macomb Lutheran North,41,14
2025-10-24,Flint Hamady,Lake Fenton,0,41
2025-10-24,Flint Kearsley,Flint Carman-Ainsworth,0,28
2025-10-24,Flint Powers Catholic,Yale,21,48
2025-10-24,Fowler,McBain,14,21
2025-10-24,Fowlerville,Charlotte,27,20
2025-10-24,Freeland,Cadillac,47,28
2025-10-24,Garden City,Detroit Cody,22,16
2025-10-24,Gibraltar Carlson,Allen Park,44,7
2025-10-24,Goodrich,Gladwin,63,42
2025-10-24,Grand Ledge,Okemos,63,6
2025-10-24,Grand Rapids Catholic Central,Grand Rapids South Christian,24,17
2025-10-24,Grand Rapids Northview,Grand Rapids Forest Hills Northern,35,70
2025-10-24,Grand Rapids Ottawa Hills,Benton Harbor,6,12
2025-10-24,Grand Rapids West Catholic,Zeeland West,28,16
2025-10-24,Grandville,Hudsonville,25,28
2025-10-24,Grant,Kent City,8,38
2025-10-24,Grayling,Shepherd,21,20
2025-10-24,Greenville,Lowell,13,37
2025-10-24,Grosse Pointe South,Grosse Pointe North,44,7
2025-10-24,Gwinn,Ishpeming Westwood,0,1
2025-10-24,Hamilton,Zeeland East,21,28
2025-10-24,Hamilton St Thomas More (CN),Hamilton St Jean de Brebeuf (CN),50,8
2025-10-24,Harper Woods,Mason,21,17
2025-10-24,Harper Woods Chandler Park,Detroit Mumford,34,8
2025-10-24,Harrison Township L'Anse Creuse,Port Huron,0,14
2025-10-24,Haslett,Jackson,32,10
2025-10-24,Hastings,Wayland,48,34
2025-10-24,Hazel Park,Detroit East English,41,20
2025-10-24,Hemlock,Mt Morris,37,6
2025-10-24,Hillsdale,Blissfield,27,20
2025-10-24,Holland Christian,Grand Rapids Christian,35,22
2025-10-24,Holly,Walled Lake Northern,21,20
2025-10-24,Hudsonville Unity Christian,Pontiac Notre Dame Prep,25,34
2025-10-24,Ithaca,Beal City,8,39
2025-10-24,Jackson Northwest,Battle Creek Harper Creek,16,48
2025-10-24,Kalamazoo Loy Norrix,Kalamazoo Central,10,52
2025-10-24,Kingsley,Charlevoix,44,18
2025-10-24,L'Anse,Calumet,8,42
2025-10-24,Lake Odessa Lakewood,Ionia,33,14
2025-10-24,Lansing Everett,DeWitt,7,63
2025-10-24,Livonia Churchill,Plymouth,20,22
2025-10-24,Livonia Clarenceville,Bloomfield Hills Cranbrook Kingswood,41,62
2025-10-24,Livonia Franklin,Northville,14,35
2025-10-24,Livonia Stevenson,Salem,6,34
2025-10-24,Lombard Montini (IL),Burbank St. Laurence (IL),23,0
2025-10-24,Ludington,Howard City Tri County,48,7
2025-10-24,Macomb Dakota,Oxford,20,24
2025-10-24,Madison Heights Bishop Foley,Grosse Pointe Woods University Liggett,17,0
2025-10-24,Madison Heights Lamphere,Berkley,24,3
2025-10-24,Mancelona,Maple City Glen Lake,22,23
2025-10-24,Manistee,Mason County Central,24,37
2025-10-24,Mansfield (MA),North Attleborough (MA),24,14
2025-10-24,Manton,Johannesburg-Lewiston,50,8
2025-10-24,Marlette,Elkton-Pigeon-Bay Port Laker,12,42
2025-10-24,Marquette,Kingsford,21,13
2025-10-24,Marshall,Coldwater,28,7
2025-10-24,Mattawan,Battle Creek Central,26,22
2025-10-24,Menominee,Manistique,1,0
2025-10-24,Middleville Thornapple Kellogg,Wyoming,49,0
2025-10-24,Midland Dow,Midland,34,7
2025-10-24,Millington,Harbor Beach,7,41
2025-10-24,Montague,Ravenna,28,25
2025-10-24,Montrose,Detroit Loyola,56,0
2025-10-24,Morley Stanwood,LeRoy Pine River,28,31
2025-10-24,Morris (IL),Byron Center,26,38
2025-10-24,Muskegon Oakridge,North Muskegon,41,27
2025-10-24,Muskegon Orchard View,Shelby,35,34
2025-10-24,Muskegon Reeths-Puffer,Ada Forest Hills Eastern,22,37
2025-10-24,New Haven,Utica Ford,18,21
2025-10-24,New Lenox Lincoln Way West (IL),Stagg (IL),49,0
2025-10-24,New Lothrop,Cheboygan,21,16
2025-10-24,Newaygo,Fremont,26,16
2025-10-24,North Branch,Fenton,21,54
2025-10-24,Oak Park,Bloomfield Hills,34,28
2025-10-24,Onsted,Detroit Henry Ford,36,16
2025-10-24,Orchard Lake St Mary's,River Rouge,20,3
2025-10-24,Oscoda,Frankfort,22,38
2025-10-24,Otisville LakeVille Memorial,Clio,36,42
2025-10-24,Ottawa Lake Whiteford,Toledo Ottawa Hills (OH),62,8
2025-10-24,Ovid-Elsie,Lansing Waverly,56,27
2025-10-24,Parchment,Delton Kellogg,29,8
2025-10-24,Paw Paw,Vicksburg,42,6
2025-10-24,Perry,Vassar,20,50
2025-10-24,Petoskey,Clare,49,7
2025-10-24,Pewamo-Westphalia,Lansing Catholic,35,7
2025-10-24,Plainwell,Otsego,0,39
2025-10-24,Pontiac,Ortonville Brandon,12,55
2025-10-24,Port Huron Northern,St Clair,35,26
2025-10-24,Quincy,Hartford,12,35
2025-10-24,Redford Union,Detroit Voyageur College Prep,6,0
2025-10-24,Reed City,Standish-Sterling,52,15
2025-10-24,Remus Chippewa Hills,Lakeview,0,7
2025-10-24,Riverview,Toledo St Francis De Sales (OH),6,44
2025-10-24,Riverview Gabriel Richard,Arts & Technology Academy of Pontiac,42,15
2025-10-24,Rochester,Monroe,42,6
2025-10-24,Rochester Adams,New Baltimore Anchor Bay,35,14
2025-10-24,Rochester Hills Lutheran Northwest,Detroit Leadership Academy,44,28
2025-10-24,Rockford,Holland West Ottawa,49,15
2025-10-24,Romeo,Grand Blanc,36,40
2025-10-24,Romulus,Warren Fitzgerald,6,48
2025-10-24,Royal Oak Shrine Catholic,Detroit Communication Media Arts,51,8
2025-10-24,Saginaw Heritage,Saginaw United,39,14
2025-10-24,Saginaw Michigan Lutheran Seminary,Cass City,30,14
2025-10-24,Saginaw Swan Valley,Midland Bullock Creek,49,37
2025-10-24,Saline,Lake Orion,49,14
2025-10-24,Sandusky,Reese,21,42
2025-10-24,Sanford Meridian,Alpena,46,20
2025-10-24,Saranac,White Cloud,39,0
2025-10-24,Sault Ste Marie,Gaylord,0,35
2025-10-24,Schoolcraft,Kalamazoo Hackett Catholic Prep,20,25
2025-10-24,South Lyon,South Lyon East,28,6
2025-10-24,Southfield Bradford Academy,Marine City Cardinal Mooney,20,3
2025-10-24,Southgate Anderson,Melvindale,59,6
2025-10-24,Sparta,Grand Rapids Kenowa Hills,35,56
2025-10-24,St Clair Shores Lake Shore,St Clair Shores Lakeview,7,42
2025-10-24,St Joseph,Portage Central,8,40
2025-10-24,St Louis,Hesperia,44,28
2025-10-24,Sterling Heights,Clinton Township Clintondale,26,70
2025-10-24,Sterling Heights Parkway Christian,Genesee,31,28
2025-10-24,Stevensville Lakeshore,Portage Northern,21,46
2025-10-24,Sturgis,Three Rivers,14,42
2025-10-24,Swartz Creek,Bay City John Glenn,30,13
2025-10-24,Tawas,Roscommon,20,30
2025-10-24,Taylor,Brownstown Woodhaven,32,28
2025-10-24,Tecumseh,Adrian Madison,41,0
2025-10-24,Temperance Bedford,Detroit Cass Tech,0,61
2025-10-24,Toledo Central Catholic (OH),Muskegon Mona Shores,35,13
2025-10-24,Toledo St John's Jesuit (OH),Detroit U of D Jesuit,52,28
2025-10-24,Traverse City West,Traverse City Central,21,20
2025-10-24,Trenton,Lincoln Park,49,26
2025-10-24,Troy,North Farmington,7,42
2025-10-24,Troy Athens,Fraser,40,7
2025-10-24,Unionville-Sebewaing,Saginaw Valley Lutheran,14,27
2025-10-24,Walled Lake Central,Walled Lake Western,21,63
2025-10-24,Warren Cousino,Utica,34,42
2025-10-24,Warren Woods Tower,Warren Mott,0,46
2025-10-24,Waterford Our Lady of the Lakes,Auburn Hills Oakland Christian,28,6
2025-10-24,Watervliet,Saugatuck,43,55
2025-10-24,Wayne Memorial,Canton,33,43
2025-10-24,West Bloomfield,Roseville,28,7
2025-10-24,West Chicago Wheaton Academy (IL),Chicago Christ the King Jesuit (IL),42,0
2025-10-24,West Iron County,Hancock,42,38
2025-10-24,Westland John Glenn,Novi,48,25
2025-10-24,White Lake Lakeland,Milford,45,31
2025-10-24,Whitehall,Portland,7,35
2025-10-24,Whitmore Lake,Flint Beecher,1,0
2025-10-24,Williamston,Redford Thurston,34,0
2025-10-24,Wyandotte Roosevelt,Dearborn Edsel Ford,42,8
2025-10-24,Wyoming Kelloggsville,Holland,40,34
2025-10-24,Ypsilanti Community,Mount Pleasant,12,34
2025-10-24,Ypsilanti Lincoln,St Johns,23,28
2025-10-25,Michigan Center,Hanover-Horton,14,20
2025-10-25,Ann Arbor Father Gabriel Richard,Allen Park Cabrini,42,7
2025-10-25,Detroit Catholic Central,Detroit Martin Luther King,26,14
2025-10-25,Jackson Lumen Christi,Center Line,42,7
2025-10-25,Eastpointe,Detroit Pershing,0,1
2025-10-25,Mount Pleasant Sacred Heart,Lake City,31,28
2025-10-25,Niles Brandywine,Mount Clemens,50,8
2025-10-25,Warren Michigan Collegiate,St Clair Shores South Lake,38,6
2025-10-25,Waterford Kettering,Waterford Mott,8,45
2025-10-31,Hudsonville,Jenison,47,7
2025-10-31,Rockford,Grandville,42,7
2025-10-31,Howell,Kalamazoo Central,45,20
2025-10-31,East Kentwood,Grand Ledge,49,15
2025-10-31,Detroit Catholic Central,Hartland,35,7
2025-10-31,Clarkston,Davison,52,14
2025-10-31,Grand Blanc,Oxford,49,30
2025-10-31,Saline,Salem,43,13
2025-10-31,Detroit Cass Tech,Northville,46,3
2025-10-31,Farmington,Dearborn Fordson,14,34
2025-10-31,Rochester Adams,Rochester,34,10
2025-10-31,Rochester Hills Stoney Creek,Utica Eisenhower,35,31
2025-10-31,Romeo,Sterling Heights Stevenson,14,13
2025-10-31,Muskegon,Muskegon Mona Shores,39,34
2025-10-31,Traverse City West,Traverse City Central,13,15
2025-10-31,Portage Central,Lansing Everett,67,19
2025-10-31,Byron Center,Portage Northern,47,6
2025-10-31,Midland Dow,Waterford Mott,51,15
2025-10-31,White Lake Lakeland,East Lansing,20,26
2025-10-31,Walled Lake Western,Bloomfield Hills Brother Rice,24,28
2025-10-31,North Farmington,Orchard Lake St Mary's,7,35
2025-10-31,South Lyon,South Lyon East,45,21
2025-10-31,Dexter,Livonia Franklin,42,7
2025-10-31,Gibraltar Carlson,Lincoln Park,48,8
2025-10-31,Allen Park,Temperance Bedford,14,42
2025-10-31,Birmingham Groves,Warren Mott,49,14
2025-10-31,Warren Cousino,Birmingham Seaholm,28,7
2025-10-31,Port Huron Northern,St Clair Shores Lakeview,14,21
2025-10-31,Mount Pleasant,Bay City Western,35,14
2025-10-31,Gaylord,Marquette,38,34
2025-10-31,Grand Rapids Kenowa Hills,Coopersville,7,42
2025-10-31,East Grand Rapids,Cedar Springs,23,21
2025-10-31,Niles,Zeeland West,21,30
2025-10-31,St Joseph,Zeeland East,20,6
2025-10-31,Lowell,Coldwater,49,14
2025-10-31,Hastings,Middleville Thornapple Kellogg,20,28
2025-10-31,DeWitt,Owosso,70,13
2025-10-31,Mason,Linden,28,35
2025-10-31,Adrian,Ypsilanti Lincoln,35,14
2025-10-31,Fenton,Holly,48,6
2025-10-31,Detroit Martin Luther King,Riverview,36,6
2025-10-31,Warren Fitzgerald,Warren De La Salle Collegiate,34,56
2025-10-31,Ludington,Big Rapids,31,32
2025-10-31,Hudsonville Unity Christian,Holland Christian,53,42
2025-10-31,Wyoming Godwin Heights,Spring Lake,35,42
2025-10-31,Battle Creek Harper Creek,Grand Rapids Christian,13,21
2025-10-31,Portland,Grand Rapids South Christian,42,41
2025-10-31,Paw Paw,Three Rivers,14,21
2025-10-31,Edwardsburg,Vicksburg,30,43
2025-10-31,Williamston,Lansing Sexton,47,6
2025-10-31,Haslett,St Johns,49,14
2025-10-31,Goodrich,Lake Fenton,51,6
2025-10-31,Chelsea,Fowlerville,42,14
2025-10-31,Dearborn Divine Child,Tecumseh,55,19
2025-10-31,Harper Woods,Macomb Lutheran North,45,16
2025-10-31,Harper Woods Chandler Park,Center Line,33,11
2025-10-31,Ogemaw Heights,Negaunee,29,28
2025-10-31,Saginaw Swan Valley,Clare,38,20
2025-10-31,Whitehall,Howard City Tri County,38,22
2025-10-31,Grand Rapids Catholic Central,Wyoming Kelloggsville,45,16
2025-10-31,Grand Rapids West Catholic,Muskegon Oakridge,56,7
2025-10-31,Kalamazoo Hackett Catholic Prep,Hopkins,41,20
2025-10-31,Berrien Springs,Dowagiac,34,20
2025-10-31,Ann Arbor Father Gabriel Richard,Detroit Cody,57,6
2025-10-31,Michigan Center,Romulus,50,14
2025-10-31,Romulus Summit Academy North,Detroit Voyageur College Prep,34,7
2025-10-31,Monroe Jefferson,Flat Rock,36,8
2025-10-31,Pontiac Notre Dame Prep,Hazel Park,59,0
2025-10-31,Frankenmuth,Yale,56,0
2025-10-31,Richmond,Armada,14,10
2025-10-31,Reed City,Sanford Meridian,63,28
2025-10-31,Central Montcalm,Montague,20,40
2025-10-31,Belding,Ovid-Elsie,28,14
2025-10-31,Olivet,Kent City,22,28
2025-10-31,Montrose,Flint New Standard Academy,52,8
2025-10-31,Jackson Lumen Christi,Onsted,56,7
2025-10-31,Napoleon,Buchanan,26,20
2025-10-31,Ecorse,Adrian Madison,40,38
2025-10-31,Ida,Dearborn Heights Robichaud,57,26
2025-10-31,Detroit Edison,Detroit Central,42,18
2025-10-31,Detroit Pershing,Warren Michigan Collegiate,14,36
2025-10-31,Almont,Clinton Township Clintondale,42,12
2025-10-31,Marine City,Clawson,52,7
2025-10-31,Menominee,Manton,48,17
2025-10-31,Charlevoix,McBain,27,28
2025-10-31,Harrison,Morley Stanwood,36,8
2025-10-31,Elkton-Pigeon-Bay Port Laker,Cass City,17,0
2025-10-31,Schoolcraft,Galesburg-Augusta,42,21
2025-10-31,Lawton,Constantine,49,28
2025-10-31,Hanover-Horton,Union City,44,6
2025-10-31,Bronson,Jonesville,52,12
2025-10-31,Monroe St Mary Catholic Central,Leslie,27,2
2025-10-31,Clinton,Ottawa Lake Whiteford,36,20
2025-10-31,Millington,Burton Bendle,49,0
2025-10-31,Detroit Community,Rochester Hills Lutheran Northwest,14,42
2025-10-31,Bark River-Harris,West Iron County,54,6
2025-10-31,Iron Mountain,L'Anse,31,15
2025-10-31,Maple City Glen Lake,Mancelona,35,0
2025-10-31,East Jordan,Frankfort,34,6
2025-10-31,Beal City,Mount Pleasant Sacred Heart,49,7
2025-10-31,Saginaw Nouvel Catholic Central,Saginaw Michigan Lutheran Seminary,34,28
2025-10-31,Harbor Beach,Reese,49,8
2025-10-31,Unionville-Sebewaing,Genesee,64,14
2025-10-31,Hudson,Centreville,52,13
2025-10-31,Decatur,White Pigeon,20,22
2025-10-31,Springport,Manchester,47,8
2025-10-31,New Lothrop,Fowler,19,14
2025-10-31,Madison Heights Madison,Auburn Hills Oakland Christian,28,7
2025-10-31,Allen Park Cabrini,Southfield Bradford Academy,45,8
2025-11-01,Belleville,Brownstown Woodhaven,29,30
2025-11-01,Grosse Pointe South,Roseville,28,27
2025-11-01,Trenton,Redford Thurston,42,22
2025-11-01,Port Huron,Marysville,24,14
2025-11-01,Escanaba,Freeland,17,13
2025-11-01,Kingsford,Gladwin,26,6
2025-11-01,Detroit Southeastern,Detroit Denby,16,18
2025-11-01,Kingsley,Calumet,41,14
2025-11-01,Traverse City St Francis,Boyne City,55,35
2025-11-01,Flint Hamady,Durand,22,32
2025-11-01,Pewamo-Westphalia,Ravenna,41,12
2025-11-01,North Muskegon,Saranac,48,6
2025-11-01,Waterford Our Lady of the Lakes,Clarkston Everest Collegiate,14,34
2025-11-01,Melvindale Academy for Business & Tech,Riverview Gabriel Richard,6,34
2025-11-07,Hudsonville,Rockford,42,31
2025-11-07,Detroit Catholic Central,Brighton,45,7
2025-11-07,Clarkston,Grand Blanc,44,22
2025-11-07,Saline,Brownstown Woodhaven,57,17
2025-11-07,Detroit Cass Tech,Dearborn Fordson,48,8
2025-11-07,Rochester Adams,Rochester Hills Stoney Creek,43,18
2025-11-07,Romeo,Macomb Dakota,56,0
2025-11-07,Muskegon,Traverse City Central,14,16
2025-11-07,Portage Central,Byron Center,34,7
2025-11-07,Midland Dow,East Lansing,21,12
2025-11-07,Orchard Lake St Mary's,Bloomfield Hills Brother Rice,35,14
2025-11-07,South Lyon,Dexter,27,41
2025-11-07,Gibraltar Carlson,Temperance Bedford,33,14
2025-11-07,Birmingham Groves,Warren Cousino,36,22
2025-11-07,Mount Pleasant,Gaylord,42,0
2025-11-07,East Grand Rapids,Coopersville,17,0
2025-11-07,St Joseph,Zeeland West,24,48
2025-11-07,Lowell,Middleville Thornapple Kellogg,28,21
2025-11-07,DeWitt,Linden,45,0
2025-11-07,Adrian,Fenton,7,35
2025-11-07,Detroit Martin Luther King,Trenton,38,22
2025-11-07,Port Huron,Warren De La Salle Collegiate,6,34
2025-11-07,Hudsonville Unity Christian,Spring Lake,34,19
2025-11-07,Portland,Grand Rapids Christian,28,0
2025-11-07,Vicksburg,Three Rivers,21,17
2025-11-07,Williamston,Haslett,42,21
2025-11-07,Goodrich,Chelsea,27,7
2025-11-07,Dearborn Divine Child,Madison Heights Lamphere,41,7
2025-11-07,Harper Woods,Harper Woods Chandler Park,47,6
2025-11-07,Saginaw Swan Valley,Whitehall,36,20
2025-11-07,Grand Rapids Catholic Central,Grand Rapids West Catholic,20,21
2025-11-07,Kalamazoo Hackett Catholic Prep,Berrien Springs,21,6
2025-11-07,Ann Arbor Father Gabriel Richard,Michigan Center,18,35
2025-11-07,Romulus Summit Academy North,Monroe Jefferson,21,34
2025-11-07,Pontiac Notre Dame Prep,Detroit Denby,49,0
2025-11-07,Frankenmuth,Richmond,38,6
2025-11-07,Kingsley,Traverse City St Francis,57,6
2025-11-07,Reed City,Montague,45,14
2025-11-07,Belding,Kent City,16,24
2025-11-07,Jackson Lumen Christi,Napoleon,44,0
2025-11-07,Detroit Edison,Warren Michigan Collegiate,48,14
2025-11-07,Almont,Marine City,27,0
2025-11-07,Harrison,Shelby,16,30
2025-11-07,Schoolcraft,Lawton,26,0
2025-11-07,Hanover-Horton,Bronson,20,12
2025-11-07,Monroe St Mary Catholic Central,Clinton,14,22
2025-11-07,Millington,Rochester Hills Lutheran Northwest,49,0
2025-11-07,Bark River-Harris,Iron Mountain,41,20
2025-11-07,Maple City Glen Lake,East Jordan,28,14
2025-11-07,Beal City,Saginaw Nouvel Catholic Central,41,13
2025-11-07,Harbor Beach,Unionville-Sebewaing,35,12
2025-11-07,Hudson,White Pigeon,50,20
2025-11-07,Springport,New Lothrop,35,13
2025-11-07,Madison Heights Madison,Clarkston Everest Collegiate,22,17
2025-11-07,Allen Park Cabrini,Riverview Gabriel Richard,52,0
2025-11-08,Howell,East Kentwood,41,49
2025-11-08,Escanaba,Big Rapids,18,48
2025-11-08,Ogemaw Heights,Kingsford,41,6
2025-11-08,Montrose,Durand,49,16
2025-11-08,Menominee,McBain,49,6
2025-11-08,Pewamo-Westphalia,North Muskegon,56,28
2025-11-08,Elkton-Pigeon-Bay Port Laker,Ithaca,21,22
2025-11-14,Clarkston,Detroit Catholic Central,13,42
2025-11-14,Saline,Detroit Cass Tech,28,42
2025-11-14,Rochester Adams,Romeo,29,13
2025-11-14,Portage Central,Traverse City Central,24,20
2025-11-14,Midland Dow,Orchard Lake St Mary's,7,42
2025-11-14,Gibraltar Carlson,Dexter,42,56
2025-11-14,St Clair Shores Lakeview,Birmingham Groves,14,37
2025-11-14,Mount Pleasant,East Grand Rapids,28,14
2025-11-14,Lowell,Zeeland West,36,34
2025-11-14,DeWitt,Fenton,70,26
2025-11-14,Detroit Martin Luther King,Warren De La Salle Collegiate,20,38
2025-11-14,Hudsonville Unity Christian,Big Rapids,52,14
2025-11-14,Williamston,Goodrich,33,41
2025-11-14,Grand Rapids West Catholic,Kalamazoo Hackett Catholic Prep,27,0
2025-11-14,Monroe Jefferson,Michigan Center,71,45
2025-11-14,Pontiac Notre Dame Prep,Frankenmuth,42,28
2025-11-14,Kingsley,Reed City,18,14
2025-11-14,Jackson Lumen Christi,Ida,21,7
2025-11-14,Almont,Detroit Edison,44,8
